,License Id,Account Number,Legal Name,Doing Business As Name,Address,License Code,License Description,Latitude,Longitude,Business Type,FIPS,Tract,Block
76732,2075217,16964,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  SERV/,1006,Retail Food Establishment,41.88670423,-87.62805356,grocery store,170318391001020,839100,1020
40784,2576850,299062,KAVITA R CHOKSHI,R & R STORES,181 W MADISON ST,1781,Tobacco,41.88184063,-87.63325509,restaurant,170318391001070,839100,1070
23054,1634028,65465,"7-ELEVEN, INC.",7-Eleven,180 N FRANKLIN ST,1781,Tobacco,41.88533037,-87.63554786,restaurant,170318391001032,839100,1032
70550,1255047,26865,INDEPENDENT PROVISION INC,INDEPENDENT PROVISION INC,950 W FULTON MARKET   1ST,1007,Wholesale Food Establishment,41.88685355,-87.65185523,grocery store,170318330001009,833000,1009
36506,2549802,4116,UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST LL-12,1006,Retail Food Establishment,41.88092404,-87.62493420000001,grocery store,170313204001008,320400,1008
23818,1698259,300149,"VOHRA, INC.",GATEWAY NEWSTANDS - MONROE,114 S DEARBORN ST,1781,Tobacco,41.88028473,-87.62951121,restaurant,170318391001088,839100,1088
27031,2454272,82054,"MET PARTNERS, INC.",THE MINE MUSIC HALL,1431 W LAKE ST  MAIN,1470,Tavern,41.88528666,-87.66343138,restaurant,170318330002030,833000,2030
72297,2404599,398699,"ROISTER RESTAURANT, LLC",ROISTER,951 W FULTON MARKET  1,1006,Retail Food Establishment,41.88663405,-87.65184963,grocery store,170318330001018,833000,1018
72609,1325084,218952,"SOUTH WABASH CVS, L.L.C.",CVS/PHARMACY #3674,105 S WABASH AVE 1,1006,Retail Food Establishment,41.8806365,-87.62602053,grocery store,170313204001012,320400,1012
75020,1850642,14194,STANDING ROOM ONLY CHICAGO,STANDING ROOM ONLY CHICAGO,610 S DEARBORN ST,1006,Retail Food Establishment,41.87432705,-87.62935648,grocery store,170318390004002,839000,4002
77366,2176176,345729,"KARAVITES RESTAURANT 11102, LLC",MCDONALD'S,201 N CLARK ST,1006,Retail Food Establishment,41.88577122,-87.63082982,grocery store,170318391001023,839100,1023
68021,1742584,275849,SHEDDAS PLACE INC,OASIS CAFE,17 S WABASH AVE 1,1006,Retail Food Establishment,41.88163119,-87.62605243,grocery store,170313204001009,320400,1009
45248,1202044,21040,BREAD STATION INC,BREAKING BREAD,53 W JACKSON BLVD,1006,Retail Food Establishment,41.87805068,-87.62978101,grocery store,170318391001104,839100,1104
86473,2018102,4513,"BERGHOFF CATERING AND RESTAURANT GROUP, INC.","CARLYN BERGHOFF CATERING, INC.",17 W ADAMS ST,1006,Retail Food Establishment,41.87934194,-87.62841189,grocery store,170318391001091,839100,1091
1622,1582851,19737,BONGO COFFEE INC,GLORIA JEANS GOURMET COFFEE,135 S LA SALLE ST  1,1006,Retail Food Establishment,41.88007991,-87.63216419,grocery store,170318391001083,839100,1083
81042,1263132,63927,PEPI CORPORATION,ALONTI CAFE,225 N MICHIGAN AVE  2,1006,Retail Food Establishment,41.88637741,-87.62438167,grocery store,170313201002030,320100,2030
25165,1891502,324509,"MONADNOCK TOBACCO ENTERPRISES, INC.",MONADNOCK TOBACCO MART EXPRESS,53 W JACKSON BLVD 1ST 140,1781,Tobacco,41.87805068,-87.62978101,restaurant,170318391001104,839100,1104
78935,1692983,281839,"832 RANDOLPH, INC.",DRAGONFLY MANDARIN,832 W RANDOLPH ST,1006,Retail Food Establishment,41.88449669,-87.64866551,grocery store,170318330001030,833000,1030
82626,2023393,28624,A NEW DAIRY COMPANY INC,A NEW DAIRY COMPANY INC,1234 W RANDOLPH ST  1,1007,Wholesale Food Establishment,41.88433119,-87.65821941,grocery store,170318330002064,833000,2064
68145,2025141,302687,CPS #2 LLC,EPPLES RESTAURANT,554 W ROOSEVELT RD,1006,Retail Food Establishment,41.867341499999995,-87.64141414,grocery store,170318419002027,841900,2027
67756,1688766,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #232,35 E WACKER DR 1ST,1006,Retail Food Establishment,41.88683151,-87.62655609,grocery store,170313201002012,320100,2012
75940,2025074,296741,"KOHAN KAKU, CORPORATION",KOHAN JAPANESE RESTAURANT,730-732 W MAXWELL ST 1,1006,Retail Food Establishment,41.86490157,-87.64629229,grocery store,170318419002041,841900,2041
16401,2487952,355964,"PRET A MANGER (USA), LIMITED",PRET A MANGER,108 N STATE ST LOWER LEVEL,1006,Retail Food Establishment,41.88342264,-87.62802165,grocery store,170318391001067,839100,1067
71778,1492832,85286,BEEF AND BRANDY RESTAURANT AND LOUNGE INCORPORATED,BEEF AND BRANDY RESTAURANT,127 S STATE ST 1ST,1006,Retail Food Establishment,41.87998273,-87.62757519,grocery store,170313204001011,320400,1011
84571,1635954,207993,ABP CORPORATION,AU BON PAIN,200 E RANDOLPH ST,1006,Retail Food Establishment,41.88463208,-87.62224799,grocery store,170313201002032,320100,2032
82674,1895064,6501,HAWKEYE'S BAR & GRILL INC,HAWKEYE'S BAR & GRILL INC,1458 W TAYLOR ST,1006,Retail Food Establishment,41.8694111,-87.66401783,grocery store,170312831002007,283100,2007
76848,2174233,243505,E. DOING INC.,DUNKIN DONUTS,201 N CLARK ST,1006,Retail Food Establishment,41.88577122,-87.63082982,grocery store,170318391001023,839100,1023
92518,1676087,23393,"CALIFORNIA PIZZA KITCHEN, INC.",CALIFORNIA PIZZA KITCHEN ASAP,30 N LA SALLE ST 1ST 100H,1006,Retail Food Establishment,41.88269467,-87.63253143,grocery store,170318391001056,839100,1056
19347,1755762,210667,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,1781,Tobacco,41.87279887,-87.62433781,restaurant,170313206002007,320600,2007
95025,2342908,16384,BON APPETIT MANAGEMENT CO.,BON APPETIT MANAGEMENT CO,111 S MICHIGAN AVE  LL,1006,Retail Food Establishment,41.88052782,-87.62420947,grocery store,170313204001005,320400,1005
22262,1897870,315804,FLILLIAN CORPORATION,7-ELEVEN,833 W VAN BUREN ST 1,1781,Tobacco,41.87654385,-87.64847222,restaurant,170318419001012,841900,1012
17889,1895063,6501,HAWKEYE'S BAR & GRILL INC,HAWKEYE'S BAR & GRILL INC,1458 W TAYLOR ST,1781,Tobacco,41.8694111,-87.66401783,restaurant,170312831002007,283100,2007
72277,1589033,245067,"OCCASIONS CHICAGO CATERING, INC.",OCCASIONS CHICAGO,116 N WILLARD CT,1006,Retail Food Establishment,41.88343591,-87.65781094,grocery store,170318330002088,833000,2088
21091,1923818,27623,"SURIYA INTERNATIONAL, INC.",SURIYA INTERNATIONAL INC,520 S MICHIGAN AVE  1ST,1781,Tobacco,41.87525983,-87.62439667,restaurant,170313204001040,320400,1040
91147,2025339,317796,"DANGER ROCK, LLC",BOTTOM LOUNGE,1369-1375 W LAKE ST 1-2,1477,Outdoor Patio,41.88532364,-87.66144297,restaurant,170318330002038,833000,2038
94731,2315415,7551,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #04349,201 W MADISON ST,1006,Retail Food Establishment,41.88183547,-87.63389739,grocery store,170318391001071,839100,1071
21198,2534275,395067,"KP GROUP, INC",7-ELEVEN #37152 A,30 E JACKSON BLVD,1781,Tobacco,41.87834346,-87.62660256,restaurant,170313204001020,320400,1020
95499,1224218,230415,Navkar Corporation,Buckingham Market,360 E RANDOLPH ST,1006,Retail Food Establishment,41.88462754,-87.61864307,grocery store,170313201003010,320100,3010
88997,2075211,16964,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  GREAT,1477,Outdoor Patio,41.88670423,-87.62805356,restaurant,170318391001020,839100,1020
48884,1622575,281700,"BLOCKS 24 HR CHILDCARE CENTER, INC.",Blocks Infant Toddler Childcare Center,657 S WELLS ST,1585,Day Care Center Under 2 Years,41.87340849,-87.63345761,school,170318390001005,839000,1005
17057,1851357,17541,KALIKA CORP,LASALLE LOBBY SHOP,221 N LA SALLE ST 1ST,1781,Tobacco,41.88630857,-87.63231876,restaurant,170318391001017,839100,1017
80366,1231341,4711,THE MID-AMERICA CLUB,THE MID-AMERICA CLUB,200 E RANDOLPH ST 80TH,1006,Retail Food Establishment,41.88463208,-87.62224799,grocery store,170313201002032,320100,2032
91993,1923013,335912,"THE CROSS ROADS BAR & GRILL, LLC",THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST 1,1006,Retail Food Establishment,41.8817605,-87.65532425,grocery store,170318330002110,833000,2110
81535,1691631,256808,MOROCCO FISH & CHICKEN INC,J & J FISH,26 E ADAMS ST,1006,Retail Food Establishment,41.87961221,-87.62678578,grocery store,170313204001021,320400,1021
94237,2013758,349928,RDK VENTURES LLC,CIRCLE K #6765,1160 W VAN BUREN ST 1,1006,Retail Food Establishment,41.87662967,-87.65697486,grocery store,170318331002009,833100,2009
32589,2504290,358517,NEPTUNE STAR INC.,PAPA JOHN'S PIZZA,1151 W TAYLOR ST 1ST,1006,Retail Food Establishment,41.86931407,-87.65625440000001,grocery store,170318333001037,833300,1037
78182,1486173,86522,"ARAMARK SERVICES, INC",CNA PLAZA / 2ND FL. CAFETERIA,333 S WABASH AVE 2ND,1006,Retail Food Establishment,41.87745041,-87.62592198,grocery store,170313204001018,320400,1018
94709,2436462,361654,NATIVE FOODS CLARK STREET LLC,NATIVE FOODS CAFE,218 S CLARK ST,1006,Retail Food Establishment,41.87881482,-87.63095049,grocery store,170318391001093,839100,1093
87335,2046416,312104,"CROBLES,INC.",STEAK EXPRESS & FRIES,100 W RANDOLPH ST LOWER LEVEL 12B,1006,Retail Food Establishment,41.88458627,-87.63101045,grocery store,170318391001035,839100,1035
28121,1503350,47953,"TAYLOR TOTS, INC.",TAYLOR TOTS CHILD DEVELOPMENT,1417 W TAYLOR ST 1 & 2,1586,Day Care Center Under 2 and 2 - 6 Years,41.86921925,-87.66233541,school,170312831001000,283100,1000
90196,1264443,81865,BENCHMARK INVESTMENTS INC,DUNKIN DONUTS/BASKIN ROBBINS/T,6 N WABASH AVE 1ST,1006,Retail Food Establishment,41.88222094,-87.62636517,grocery store,170313201001017,320100,1017
84636,2421912,360994,"RADISSON CHICAGO MP MANAGEMENT, LLC",RADISSON BLU AQUA,221 N COLUMBUS DR,1477,Outdoor Patio,41.88631251,-87.62054177,restaurant,170313201003008,320100,3008
94011,1909010,50161,"LUMA, LLC",LOU MALNATI'S PIZZERIA,805 S STATE ST,1006,Retail Food Establishment,41.87169869,-87.62737565,grocery store,170313206002013,320600,2013
19666,2025070,296406,"THIRD RAIL TAVERN, INC.",THIRD RAIL TAVERN,1133 W MADISON ST,1781,Tobacco,41.88153436,-87.65565022,restaurant,170318331001012,833100,1012
77358,2196248,298020,"BLM-CHICAGO, LLC",HARD ROCK HOTEL,224-230 N MICHIGAN AVE,1477,Outdoor Patio,41.88637482,-87.62467544,restaurant,170313201002014,320100,2014
29741,2542090,418024,"GWP STATE, LLC",FRESHII RESTAURANT,151 N STATE ST 1ST,1006,Retail Food Establishment,41.88452436,-87.62776455,grocery store,170313201002025,320100,2025
72790,1753619,64582,ARTURO COFFEE INC,ARTURO EXPRESS,130 S CANAL ST,1006,Retail Food Establishment,41.87961627,-87.63976452,grocery store,170312819001003,281900,1003
92929,1952183,293524,"SARAH'S PASTRIES & CANDIES, INC.","SARAH'S PASTRIES & CANDIES, INC.",111 N STATE ST 1ST,1006,Retail Food Establishment,41.88347312,-87.62772975,grocery store,170313201001016,320100,1016
95223,2024766,272878,"BESPOKE CUISINE, INC.","BESPOKE CUISINE, INC.",1358 W RANDOLPH ST,1006,Retail Food Establishment,41.88429171,-87.66106144,grocery store,170318330002038,833000,2038
84518,2350873,14194,STANDING ROOM ONLY CHICAGO,STANDING ROOM ONLY CHICAGO,610 S DEARBORN ST,1006,Retail Food Establishment,41.87432705,-87.62935648,grocery store,170318390004002,839000,4002
79894,1686555,30453,"CRISTINA FOODS, INC",CRISTINA FOODS INC,1056 W LAKE ST  1,1007,Wholesale Food Establishment,41.88565465,-87.65441694,grocery store,170318330001040,833000,1040
73723,1303229,207676,"ROSIE'S GRILL, INC","ROSIE'S GRILL, INC",63 E HARRISON ST,1006,Retail Food Establishment,41.87431165,-87.62540327,grocery store,170313206002002,320600,2002
92343,1507578,201601,"SWEET TRADITIONS, LLC",KRISPY KREME DOUGHNUTS,175 W JACKSON BLVD,1006,Retail Food Establishment,41.87801449,-87.63318903,grocery store,170318391001107,839100,1107
38969,2571999,299710,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #4781,205 N MICHIGAN AVE,1006,Retail Food Establishment,41.88590606,-87.62437184,grocery store,170313201002030,320100,2030
72691,1625994,15618,LUXDAY INC,SBARRO,233 N MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.88656737,-87.62438467,grocery store,170313201002030,320100,2030
79487,1810157,62670,GEORGE TSILIMIGRAS,GEORGE TSILIMIGRAS,844 W RANDOLPH ST 1ST,1006,Retail Food Establishment,41.88448745,-87.64919116,grocery store,170318330001030,833000,1030
34053,2120939,334776,"IT TAKES A VILLAGE AT RIVER CITY, LLC",IT TAKES A VILLAGE AT RIVER CITY,800 S WELLS ST 1 & 2 180/90,1586,Day Care Center Under 2 and 2 - 6 Years,41.87208635,-87.63371847,school,170318390002001,839000,2001
93392,2047669,338675,"LEADING EDGE NUTRITION, INC.",PROTEIN BAR,235 S FRANKLIN ST 1ST,1006,Retail Food Establishment,41.87842163,-87.63506331,grocery store,170318391002008,839100,2008
92137,1505787,63927,PEPI CORPORATION,Alonti,2 N RIVERSIDE PLZ,1006,Retail Food Establishment,41.88197705,-87.63887584,grocery store,170312801002027,280100,2027
75194,2417000,371993,GREEN BEGINNINGS LLC,GREEN BEGINNINGS LLC,1436 W RANDOLPH ST 1ST,1023,Children's Services Facility License,41.88438513,-87.66347994,school,170318330002030,833000,2030
71610,2346093,317745,"MUNCHIES, INC.",MUNCHIES,111 S WACKER DR 1ST N LOBBY,1006,Retail Food Establishment,41.8803341,-87.63658024,grocery store,170318391002001,839100,2001
94710,2145349,317796,"DANGER ROCK, LLC",BOTTOM LOUNGE,1369-1375 W LAKE ST 1-2,1477,Outdoor Patio,41.88532364,-87.66144297,restaurant,170318330002038,833000,2038
20236,1762110,290563,SHREENATHAJI INC.,CIGAR STAND,207 N WABASH AVE,1781,Tobacco,41.88593745,-87.62614542,restaurant,170313201002022,320100,2022
94231,1324480,216008,FOOD BAZAAR INC,GOLD COAST DOGS,17 S WABASH AVE,1006,Retail Food Establishment,41.88163119,-87.62605243,grocery store,170313204001009,320400,1009
23607,1268571,218652,NATHALAL AMBALAL PATEL,CERMAK FOOD MART,540 W GRENSHAW ST,1781,Tobacco,41.86830319,-87.64082864,restaurant,170318419002026,841900,2026
21165,1406080,4064,BILLY GOAT #2 INC,BILLY GOAT #2,309 W WASHINGTON ST,1781,Tobacco,41.8830946,-87.63563266,restaurant,170318391001054,839100,1054
83374,1820044,302488,"ROSE DEARBORN, INC.",ROSEBUD PRIME,1 S DEARBORN ST,1477,Outdoor Patio,41.88193668,-87.62925348,restaurant,170318391001078,839100,1078
25303,1421542,222353,"GIA ENTERTAINMENT, INC.",STAR FISH,802-804 W RANDOLPH ST # 1ST,1781,Tobacco,41.88451431,-87.64758485,restaurant,170318330001029,833000,1029
87025,2351443,61834,"KITTY O'SHEA'S CHICAGO, LLC","KITTY O'SHEA'S CHICAGO, LLC",720 S MICHIGAN AVE,1006,Retail Food Establishment,41.87279887,-87.62433781,grocery store,170313206002007,320600,2007
21832,2462067,371734,SHIVANI FOOD INC.,SHIVANI FOOD INC.,150 S WACKER DR 1ST 125,1781,Tobacco,41.87941085,-87.63710396,restaurant,170318391002003,839100,2003
81498,1531497,62544,HYATT CORPORATION,EAST TOWER MAIN KITCHEN,151 E WACKER DR  L,1006,Retail Food Establishment,41.88799989,-87.62256513,grocery store,170313201002019,320100,2019
39777,1239108,52367,THE SALVATION ARMY,SALVATION ARMY TEMPLE HEAD START,1 N OGDEN AVE 1ST #,1584,Day Care Center 2 - 6 Years,41.88143691,-87.66592136,school,170318331003011,833100,3011
41899,2587605,384018,BBSC #1 LLC,BROWN BAG SEAFOOD COMPANY,340 E RANDOLPH ST 1ST,1477,Outdoor Patio,41.88462477,-87.61925432,restaurant,170313201003010,320100,3010
77136,1819769,7551,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #1332,300 N MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.8868758,-87.62468519,grocery store,170313201002015,320100,2015
92954,1804832,147,WALGREEN CO.,Walgreens #7559,16 W ADAMS ST,1006,Retail Food Establishment,41.87956244,-87.6283392,grocery store,170318391001090,839100,1090
80295,2020707,343163,WOLVERINE TRADING LLC,WOLVERINE TRADING LLC,175 W JACKSON BLVD 2ND 200,1006,Retail Food Establishment,41.87801449,-87.63318903,grocery store,170318391001107,839100,1107
23075,1751945,52397,RAMESH M PARMAR,LASALLE NEWSSTAND,309 W WASHINGTON ST  LOBBY,1781,Tobacco,41.8830946,-87.63563266,restaurant,170318391001054,839100,1054
73518,2047880,345520,"ROTI 300 WEST ADAMS, LLC",ROTI MEDITERRANEAN GRILL,310 W ADAMS ST 1ST,1006,Retail Food Establishment,41.87947562,-87.63558746,grocery store,170318391002001,839100,2001
23304,2289890,385560,"WELLS CONVENIENT, INC.",7 ELEVEN #36881A,177 N WELLS ST  1ST,1781,Tobacco,41.88525719,-87.6337698,restaurant,170318391001034,839100,1034
69352,1482638,21300,"FINANCIAL BAR & GRILL, INC.",CACTUS,404-412 S WELLS ST 1ST,1006,Retail Food Establishment,41.87669416,-87.63383684,grocery store,170318391002016,839100,2016
86955,1246885,22433,HEARTLAND JUICE COMPANY LLC,JAMBA JUICE,225 S CANAL ST,1006,Retail Food Establishment,41.87853128,-87.63942746,grocery store,170312819001001,281900,1001
86981,1956520,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #14433,946 W RANDOLPH ST 1,1006,Retail Food Establishment,41.88444504,-87.65161225,grocery store,170318330001045,833000,1045
76752,1293403,85952,"A & B TOBACCO,  INC.",A & B TOBACCO INC,72 W ADAMS ST  5TH,1006,Retail Food Establishment,41.87952737,-87.63041784,grocery store,170318391001089,839100,1089
81210,1627235,22569,NARAH INC.,DUNKIN DONUTS,75 E WASHINGTON ST,1006,Retail Food Establishment,41.88311522,-87.62517251,grocery store,170313201001019,320100,1019
93388,1798214,313004,AMERICA'S DOG ON RANDOLPH LLC,AMERICA'S DOG,22 E RANDOLPH ST,1006,Retail Food Establishment,41.88460307,-87.62711569,grocery store,170313201002025,320100,2025
33159,1690150,86938,UNION LEAGUE CLUB OF CHICAGO,UNION LEAGUE CLUB OF CHICAGO,65 W JACKSON BLVD 1ST,1781,Tobacco,41.87804565,-87.6301368,restaurant,170318391001104,839100,1104
19551,1640441,271020,"HARD ROCK CAFE INTERNATIONAL (USA), INC",HARD ROCK HOTEL,230 N MICHIGAN AVE,1781,Tobacco,41.88651729,-87.62467769,restaurant,170313201002014,320100,2014
21449,1806436,9234,BHAGAVATI C. SHAH,JAY CANDY STORE,120 W MADISON ST,1781,Tobacco,41.88208114,-87.63151341,restaurant,170318391001063,839100,1063
87244,2445018,312629,"RSTN, INC.","RSTN, INC.",20 N CLARK ST,1006,Retail Food Establishment,41.88243401,-87.63103701,grocery store,170318391001063,839100,1063
75754,1349077,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2230,68 E MADISON ST  1ST,1006,Retail Food Establishment,41.88220547,-87.62538377,grocery store,170313201001018,320100,1018
90572,1194103,63300,"SODEXO MANAGEMENT, INC.",Northern Trust - Tech Center,840 S CANAL ST 5TH,1481,Caterer's Liquor License,41.87088109,-87.63946029,restaurant,170318419002022,841900,2022
7574,2145379,322240,VEERASWAY LIMITED PARTNERSHIP,GRANGE HALL BURGER BAR,844 W RANDOLPH ST 1,1006,Retail Food Establishment,41.88448745,-87.64919116,grocery store,170318330001030,833000,1030
90361,1485374,32101,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,1006,Retail Food Establishment,41.88347312,-87.62772975,grocery store,170313201001016,320100,1016
21329,1475628,255036,"TRAVEL TRADERS HOTEL STORES, INC.",TRAVEL TRADERS #530,17 E MONROE ST,1781,Tobacco,41.88066458,-87.62708936,restaurant,170313204001011,320400,1011
71021,1754387,85586,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR  LEVEL,1006,Retail Food Establishment,41.86748423,-87.61915038,grocery store,170313301004012,330100,4012
92621,1240196,63286,35 WEST LP,CATCH THIRTY FIVE,35 W WACKER DR 1ST,1006,Retail Food Establishment,41.88670967,-87.62930303,grocery store,170318391001020,839100,1020
74659,2236370,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #232,35 E WACKER DR 1ST,1006,Retail Food Establishment,41.88683151,-87.62655609,grocery store,170313201002012,320100,2012
90317,1919787,314890,"SALSERIA GRILL & CANTINA, INC.",SALSERIA GRILL & CANTINA,233 S WACKER DR  2,1006,Retail Food Establishment,41.87856015,-87.63652387,grocery store,170318391002006,839100,2006
39991,2577041,350849,Seva Companies LLC Madison and Wabash,Dunkin Donuts,6 N WABASH AVE 1ST,1006,Retail Food Establishment,41.88222094,-87.62636517,grocery store,170313201001017,320100,1017
70432,1727016,62856,KANTILAL R PITHADIA,KANTI TOBACCO & GIFTS INC,33 N DEARBORN ST  1ST,1006,Retail Food Establishment,41.88280623,-87.62928149999999,grocery store,170318391001066,839100,1066
82053,1897353,282904,CHED PARTNERS INC,SUBWAY,1501 W MADISON ST,1006,Retail Food Establishment,41.88137665,-87.66449649,grocery store,170318331003011,833100,3011
22306,2311430,283689,"MINA 3 ENTERPRISE GROUP, INC.",7- ELEVEN,125 S CLARK ST,1781,Tobacco,41.87998851,-87.63068884,restaurant,170318391001089,839100,1089
67179,2146677,370772,NAYAK PROPERTIES LLC,GATEWAY NEWSTANDS,175 W JACKSON BLVD 1ST,1006,Retail Food Establishment,41.87801449,-87.63318903,grocery store,170318391001107,839100,1107
67482,1636210,210667,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,1006,Retail Food Establishment,41.87279887,-87.62433781,grocery store,170313206002007,320600,2007
2546,2479839,298727,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,200 N LA SALLE ST,1006,Retail Food Establishment,41.88576112,-87.63259515,grocery store,170318391001025,839100,1025
86685,1282708,18872,"CARMICHAEL'S STEAK HOUSE, LP.",CARMICHAEL'S CHICAGO STEAK HSE,1052 W MONROE ST 1ST,1477,Outdoor Patio,41.88048626,-87.65407836,restaurant,170318331001014,833100,1014
94235,2014928,32101,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,1006,Retail Food Establishment,41.88347312,-87.62772975,grocery store,170313201001016,320100,1016
21404,2481985,375018,"STAR NEWSSTAND, INC.",GATEWAY NEWSTAND,231 S LA SALLE ST 1ST LOBBY,1781,Tobacco,41.87854293,-87.63212058,restaurant,170318391001098,839100,1098
93106,2025408,325234,THE FULTON MARKET CO.,"""8 FIFTY 8""",858 W LAKE ST 1 & 2,1470,Tavern,41.88573771,-87.64975266,restaurant,170318330001024,833000,1024
23316,1523046,11310,"P PATEE,R MODI","P PATEE,R MODI",155 N WACKER DR  1ST,1781,Tobacco,41.88461562,-87.63668236,restaurant,170318391001045,839100,1045
87621,1482365,16976,"MY THAI I, CORP.",EAST ASIAN BISTRO,333 S STATE ST 1ST,1006,Retail Food Establishment,41.87739694,-87.62751493,grocery store,170313204001035,320400,1035
56354,1590490,274010,BRINKER CORNER BAKERY I LLC,CORNER BAKERY #0160,360 N MICHIGAN AVE,1006,Retail Food Establishment,41.88814015,-87.62469579,grocery store,170313201002005,320100,2005
80715,1925365,288928,"OSAKA EXPRESS, INC.",OSAKA EXPRESS,400 S MICHIGAN AVE,1006,Retail Food Establishment,41.87693801,-87.62443662,grocery store,170313204001032,320400,1032
86574,2020615,333154,IMRAN AND SARAH INC.,7-ELEVEN,71 E MONROE ST,1006,Retail Food Establishment,41.8807014,-87.62506894,grocery store,170313204001013,320400,1013
23780,1223748,222353,"GIA ENTERTAINMENT, INC.",STAR FISH,802-804 W RANDOLPH ST # 1ST,1781,Tobacco,41.88451431,-87.64758485,restaurant,170318330001029,833000,1029
87552,1583242,22633,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,235 W LAKE ST,1006,Retail Food Establishment,41.88562094,-87.63506653,grocery store,170318391001033,839100,1033
44086,1897334,281700,"BLOCKS 24 HR CHILDCARE CENTER, INC.",Blocks Infant Toddler Childcare Center,657 S WELLS ST,1585,Day Care Center Under 2 Years,41.87340849,-87.63345761,school,170318390001005,839000,1005
73724,2016016,275786,"GARDEN VILLAGE, INC.",GARDEN VILLAGE,100 N LA SALLE ST  104,1006,Retail Food Establishment,41.88323718,-87.63255558,grocery store,170318391001057,839100,1057
86170,1806812,14654,FOO'S JACKSON,FAST FOO'S,28 E JACKSON BLVD,1006,Retail Food Establishment,41.87834161,-87.62667499,grocery store,170313204001020,320400,1020
18322,1408085,9348,THE 180 NORTH WACKER RESTAURANT CORPORATION,PEARL TAVERN,180 N WACKER DR,1781,Tobacco,41.88524323,-87.63716479,restaurant,170318391001053,839100,1053
91927,2367503,358131,SECOND CITY SANDWICH INC,WHICH WICH,108 N STATE ST PEDWAY 2,1006,Retail Food Establishment,41.88342264,-87.62802165,grocery store,170318391001067,839100,1067
42155,2585058,32173,"1435 W. TAYLOR, INC.",THE DRUM & MONKEY,1435 W TAYLOR ST 1ST,1006,Retail Food Establishment,41.86920687,-87.66308737,grocery store,170312831001000,283100,1000
22752,2384576,379905,RADHA NEWSTAND INC.,GATEWAY NEWSTAND,525 W VAN BUREN ST 1ST 106,1781,Tobacco,41.87664684,-87.64069512,restaurant,170318419001003,841900,1003
80727,2010071,17658,"CARIBOU COFFEE COMPANY, INC.",CARIBOU COFFEE COMPANY,55 W MONROE ST,1006,Retail Food Establishment,41.88059896,-87.62990739,grocery store,170318391001088,839100,1088
89020,1375106,222983,RICH'S MARKET #1,RICH'S MARKET #1,1237 W FULTON MARKET,1007,Wholesale Food Establishment,41.886547,-87.65832388,grocery store,170318330002042,833000,2042
85271,2290163,385678,"SAUSAGE ON FRANKLIN, LLC",HAUTE SAUSAGE,337 S FRANKLIN ST,1006,Retail Food Establishment,41.87721319,-87.63504063,grocery store,170318391002013,839100,2013
33199,2569307,423232,"BREAK-FIRST DELI, LLC",ERIKS DELI,525 W VAN BUREN ST 1ST,1006,Retail Food Establishment,41.87664684,-87.64069512,grocery store,170318419001003,841900,1003
74959,1370018,63927,PEPI CORPORATION,ALONTI DELI,333 W WACKER DR  1ST,1006,Retail Food Establishment,41.88602541,-87.6362977,grocery store,170318391001030,839100,1030
92701,2046128,299710,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #2934,208 W WASHINGTON ST,1474,Package Goods,41.88332033,-87.63415724,grocery store,170318391001049,839100,1049
91545,2301086,230211,EINSTEIN AND NOAH CORP.,EINSTEIN BROS. BAGELS # 3620,180 N MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.88525377,-87.62463473,grocery store,170313201002028,320100,2028
87079,2203487,342943,"BLACKWATER 3, LLC",VINTAGE LOUNGE,1447-1449 W TAYLOR ST,1477,Outdoor Patio,41.86919899,-87.66354974,restaurant,170312831001000,283100,1000
25785,1746168,14389,"THE SNUGGERY AT UNION STATION, INC.",Snuggery Saloon & Dining Room,225 S CANAL ST,1781,Tobacco,41.87853128,-87.63942746,restaurant,170312819001001,281900,1001
